WorkOrderID,Department,Category,Priority,AssignedTeam,CreatedDate,DueDate,CompletedDate,Status,EstimatedHours,ActualHours,Cost
WO-0460,Planning,Progress Verification,Medium,PLAN-A,2026-05-05,2026-05-13,2026-05-06,Completed,14,19.4,1014.31
WO-0461,Engineering,Drawing Revision,Low,ENG-C,2026-04-16,2026-05-02,2026-05-11,Completed,39,32.6,2012.89
WO-0462,Engineering,Material Submittal,Medium,ENG-B,2026-02-04,2026-02-22,2026-02-25,Completed,25,31.2,1766.35
WO-0463,Engineering,Material Submittal,Medium,ENG-A,2026-07-14,2026-07-24,2026-07-29,Completed,18,21.2,1342.8
WO-0464,Engineering,Material Submittal,High,ENG-B,2026-02-25,2026-03-05,2026-03-08,Completed,23,21.7,1485.38
WO-0465,Planning,Schedule Update,Medium,PLAN-A,2026-01-11,2026-01-29,2026-02-04,Completed,16,17.8,1052.98
WO-0466,Procurement,Purchase Review,Medium,PROC-A,2026-05-23,2026-06-10,2026-06-16,Completed,12,9.7,487.57
WO-0467,Engineering,Material Submittal,High,ENG-C,2026-05-30,2026-06-10,,In Progress,33,31.0,1994.84
WO-0468,Construction,Installation,High,CON-A,2026-04-09,2026-04-13,2026-05-05,Completed,27,33.9,2034.53
WO-0469,Construction,Punch List,High,CON-A,2026-06-08,2026-06-12,,In Progress,53,12.9,736.42
WO-0470,Construction,Installation,Medium,CON-A,2026-06-15,2026-06-30,,In Progress,25,18.8,1158.25
WO-0471,Procurement,Vendor Follow-up,High,PROC-A,2026-03-24,2026-04-05,2026-04-14,Completed,4,4.5,219.43
WO-0472,Engineering,Technical Query,Medium,ENG-B,2026-07-24,2026-08-03,2026-08-07,Completed,19,18.8,1294.35
WO-0473,Engineering,Technical Query,Low,ENG-A,2026-05-08,2026-05-22,2026-05-31,Completed,34,30.1,1821.92
WO-0474,QA/QC,Inspection,Medium,QA-A,2026-01-06,2026-01-21,2026-01-21,Completed,24,29.3,1480.62
WO-0475,Construction,Work Front Preparation,Medium,CON-C,2026-02-03,2026-02-12,2026-02-19,Completed,28,28.8,1670.91
WO-0476,Engineering,Drawing Revision,High,ENG-B,2026-02-16,2026-02-22,2026-02-23,Completed,10,14.5,922.73
WO-0477,QA/QC,Test Package,Medium,QA-C,2026-07-01,2026-07-18,2026-07-16,Completed,18,17.9,1026.2
WO-0478,QA/QC,Quality Documentation,High,QA-B,2026-03-23,2026-04-04,2026-04-04,Completed,13,14.4,721.66
WO-0479,Planning,Progress Verification,High,PLAN-B,2026-03-28,2026-04-08,2026-04-07,Completed,7,9.4,516.02
WO-0480,Engineering,Design Review,High,ENG-A,2026-05-30,2026-06-06,2026-06-13,Completed,36,44.6,3071.24
WO-0481,Planning,Recovery Planning,Medium,PLAN-B,2026-06-04,2026-06-21,2026-06-18,Completed,17,16.7,897.65
WO-0482,Planning,Schedule Update,Medium,PLAN-B,2026-07-09,2026-07-23,,On Hold,17,9.4,560.33
WO-0483,Construction,Punch List,Medium,CON-B,2026-05-15,2026-05-23,2026-05-31,Completed,50,69.7,4007.0
WO-0484,Construction,Punch List,Medium,CON-B,2026-03-16,2026-03-23,2026-03-27,Completed,45,59.1,3201.17
WO-0485,QA/QC,Quality Documentation,Low,QA-C,2026-03-15,2026-04-07,2026-04-05,Completed,4,3.5,174.9
WO-0486,Planning,Schedule Update,Medium,PLAN-B,2026-05-29,2026-06-14,2026-06-24,Completed,19,19.8,1155.7
WO-0487,Engineering,Technical Query,Medium,ENG-A,2026-02-07,2026-02-21,2026-02-22,Completed,25,25.9,1669.99
WO-0488,Planning,Schedule Update,Medium,PLAN-A,2026-05-12,2026-05-29,2026-05-20,Completed,9,12.0,693.46
WO-0489,QA/QC,Test Package,Low,QA-C,2026-04-01,2026-04-15,2026-04-13,Completed,19,20.3,1163.9
WO-0490,Engineering,Drawing Revision,Medium,ENG-A,2026-08-01,2026-08-16,,In Progress,15,14.7,843.63
WO-0491,Engineering,Design Review,Medium,ENG-B,2026-06-26,2026-07-05,2026-07-10,Completed,29,37.2,2135.94
WO-0492,Engineering,Drawing Revision,High,ENG-B,2026-02-02,2026-02-07,2026-02-13,Completed,15,12.8,849.5
WO-0493,Procurement,Material Request,Medium,PROC-A,2026-07-23,2026-08-06,2026-08-07,Completed,12,15.7,830.78
WO-0494,Engineering,Drawing Revision,Medium,ENG-B,2026-01-08,2026-01-17,2026-01-12,Completed,18,24.4,1621.38
WO-0495,Construction,Installation,Low,CON-C,2026-07-15,2026-07-25,2026-08-04,Completed,28,22.5,1382.75
WO-0496,Planning,Recovery Planning,Medium,PLAN-A,2026-04-23,2026-05-02,2026-05-10,Completed,20,19.0,966.44
WO-0497,Planning,Schedule Update,Medium,PLAN-A,2026-05-07,2026-05-25,2026-05-24,Completed,6,5.9,334.91
WO-0498,QA/QC,Quality Documentation,Medium,QA-B,2026-03-16,2026-03-26,,In Progress,15,15.7,823.06
WO-0499,Engineering,Material Submittal,Medium,ENG-C,2026-01-22,2026-01-31,2026-02-07,Completed,14,17.9,1216.71
WO-0500,Engineering,Technical Query,Critical,ENG-B,2026-02-21,2026-02-26,2026-02-27,Completed,25,29.6,1957.03
